1.02.02.2.02.0018	Pengelolaan Pelayanan Promosi Kesehatan	Terlaksananya Pengelolaan Pelayanan Promosi Kesehatan	Jumlah Dokumen Hasil Pengelolaan Pelayanan Promosi Kesehatan	Dokumen	"Pengelolaan Pelayanan Promosi Kesehatan  adalah pelayanan kesehatan yang meliputi kegiatan advokasi kesehatan, penggalangan kemitraan, pemberdayaan masyarakat di berbagai tatanan, peningkatan peran serta masyarakat dan lintas sektor dan pelaksanan KIE Kesehatan.

1) Permenkes No.8 Th. 2019 Tentang Pemberdayaan Masyarakat Bidang Kesehatan, 
2) Permenkes No.74 Tahun 2015 tentang Upaya Peningkatan dan Pencegahan Penyakit
3) Keputusan Menteri Kesehatan No.:1114/MENKES/SK/VIII/2005 Tentang Pedoman Pelaksanaan Promosi Kesehatan di Daerah
4) KMK  
N0.:  HK.01.07/MENKES/9846/2020
tentang Panduan Pemberdayaan Masyarakat dalam Pencegahandan Pengendalian Conovarius Disease 2019 (Covid-19) di Desa/Kelurahan dan Rukun Warga/Rukun Tetangga"
1.02.02.2.02.0019	Pengelolaan Pelayanan Kesehatan Tradisional, Akupuntur, Asuhan Mandiri, dan Tradisional Lainnya	Terkelolanya Pelayanan Kesehatan Tradisional, Akupuntur, Asuhan Mandiri dan Tradisional Lainnya	Jumlah Dokumen Hasil Pengelolaan Pelayanan Kesehatan Tradisional, Akupuntur, Asuhan Mandiri dan Tradisional Lainnya	Dokumen	"Pelayanan Kesehatan Tradisional adalah pengobatan dan/atau perawatan dengan cara dan obat yang mengacu pada pengalaman dan keterampilan turun temurun secara empiris yang dapat dipertanggungjawabkan dan diterapkan sesuai dengan norma yang berlaku di masyarakat.


1. UU Mo 36 tahun 2009 tentang kesehatan
2. UU No. 36 tahun 2014 tentang Tenaga Kesehatan
3. PP No. 103 Tahun 2014 tentang Pelayanan Kesehatan Tradisional
4. PP no 47 tahun 2016 tentang Fasilitas pelayanan kesehatan 
5. Permenkes No. 9 Tahun 2016 tentang Upaya Pengembangan Kestrad Melalui Asuhan Mandiri Pemanfaatan TOGA dan Keterampilan
6. Permenkes No 61 Tahun 2016 tentang Pelayanan Kesehatan Tradisional Empiris
7. Permenkes No. 37 Tahun 2017 tentang Pelayanan Kesehatan Tradisional Integrasi
8. Permenkes No. 15 Tahun 2018 tentang Pelayanan Kesehatan Tradisional Komplementer"
1.02.02.2.02.0020	Pengelolaan Surveilans Kesehatan	Terlaksananya Pengelolaan Surveilans Kesehatan	Jumlah Dokumen Hasil Pengelolaan Surveilans Kesehatan	Dokumen	"Surveilans adalah kegiatan yang di mulai dari pengumpulan data, pengolahan, analisis  data dan interpretasi yang menjadi satu informasi sebagai bahan pengambilan kebijakan. Surveilans Kesehatan Lingkungan merupakan salah satu sasaran dari penyelenggaraan, Surveilans Kesehatan. Diantara surveilans kesehatan lingkungan adalah Surveilans Kualitas Air Minum Rumah Tangga (SKAMRT) dan Surveilans Kualitas Udara Dalam Ruang (SKUDR).  SKAMRT dilaksanakan sebagai kegiatan rutin pengawasan kualitas air minum di tingkat rumah tangga yang dilaksanakan oleh Dinas Kesehatan Kabupaten/Kota dan Puskesmas, sebagai bagian dari pemantauan akses air minum dimasyarakat, pemantauan dampak kesehatan masyarakat, peningkatan kapasitas masyarakat untuk mengolah air minum sebelum dikonsumsi serta perbaikan sarana air minum dirumah tangga. SKUDR dan Dampak Kesehatan Masyarakat merupakan studi menggunakan pendekatan cross sectional untuk memperoleh gambaran tentang kualitas udara dalam ruang dan dampak kesehatan masyarakat. Sasaran kegiatan adalah rumah tangga. Kegiatan dilaksanakan oleh puskesmas dan dinas kesehatan kabupaten/kota. 

1.	Peraturan Menteri Kesehatan Nomor 45 Tahun 2014 tentang Penyelenggaraan Surveilans Kesehatan
2.	Peraturan Pemerintah Nomor 66 Tahun 2014 tentang Kesehatan Lingkungan
3.	Peraturan Menteri Kesehatan Nomor 32 Tahun 2017 tentang Standar Baku Mutu Kesehatan Lingkungan dan Persyaratan Kesehatan Air untuk Keperluan Higiene Sanitasi, Kolam Renang, Solus per Aqua, dan Pemandian Umum
4.	Peraturan Menteri Kesehatan Nomor 41 Tahun 2019 tentang Penghapusan dan Penarikan Alat Kesehatan Bermerkuri di Fasyankes
5.	Peraturan Menteri Kesehatan Nomor 3 Tahun 2014 tentang STBM 
6.	 Peraturan Menteri Kesehatan Nomor 736 Tahun 2010 tentang Tata Laksana Pengawasan Kualitas Air Minum
7.	Peraturan Menteri Kesehatan Nomor 492 Tahun 2010 tentang Persyaratan Kualitas Air Minum"
1.02.02.2.02.0021	Pengelolaan Pelayanan Kesehatan Orang dengan Masalah Kesehatan Jiwa (ODMK)				
1.02.02.2.02.0025	Pelayanan Kesehatan Penyakit Menular dan Tidak Menular				
1.02.02.2.02.0026	Pengelolaan Jaminan Kesehatan Masyarakat	Terlaksananya Pengelolaan Jaminan Kesehatan Masyarakat	Jumlah Dokumen Hasil Pengelolaan Jaminan Kesehatan Masyarakat	Dokumen	"Jaminan Kesehatan Masyarakat adalah jaminan perlindungan untuk pelayanan kesehatan secara menyeluruh (komprehensif) mencakup pelayanan promotif, preventif serta kuratif dan rehabilitatif yang diberikan secara berjenjang bagi masyarakat/peserta yang iurannya di bayar oleh Pemerintah.

Perpres No. 82 tahun 2018 tentang Jaminan Kesehatan"
1.02.02.2.02.0028	Pengambilan dan Pengiriman Spesimen Penyakit Potensial KLB ke Laboratorium Rujukan/Nasional				
1.02.02.2.02.0029	Penyelenggaraan Kabupaten/Kota Sehat	Terselenggaranya Kabupaten/Kota Sehat	Jumlah Dokumen Hasil Penyelenggaraan Kabupaten/Kota Sehat	Dokumen	"Kabupaten/Kota Sehat adalah Jumlah kabupaten/kota dengan capaian nilai minimal 70% untuk setiap tatanan KKS

Kabupaten/Kota Sehat merupakan suatu kondisi kabupaten/kota yang bersih, nyaman, aman dan sehat untuk dihuni penduduk, yang dicapai melalui terselenggaranya penerapan beberapa tatanan dan kegiatan yang terintegrasi yang disepakati masyarakat dan pemerintah daerah.


Dasar Peraturannya :  Peraturan Bersama Menteri Dalam Negeri dan Menteri Kesehatan Nomor 34 TAHUN 2005 Nomor: 1138/MENKES/PB/VIII/2005 Tentang Penyelenggaraan Kabupaten/ Kota Sehat"
1.02.02.2.02.0033	Operasional Pelayanan Puskesmas	Tersedianya Operasional Pelayanan Puskesmas	Jumlah Dokumen Operasional Pelayanan Puskesmas	Dokumen	"Operasional Pelayanan Puskesmas adalah segala kegiatan yang dilakukan Puskesmas dalam menyelenggarakan pelayanan kesehatan dan manajemen bisnis Puskesmas dalam pengelolaan Upaya Kesehatan Perseorangan dan Upaya Kesehatan Masyarakat dan pembinaan Upaya Kesehatan Berbasis Masyarakat.

Permenkes No 43 Tahun 2019 tentang puskesmas"
1.02.02.2.02.0034	Operasional Pelayanan Fasilitas Kesehatan Lainnya	Tersedianya Operasional Pelayanan Fasilitas Kesehatan Lainnya	Jumlah Dokumen Operasional Pelayanan Fasilitas Kesehatan Lainnya	Dokumen	"Operasional Pelayanan Fasilitas Kesehatan Lainnya adalah segala kegiatan yang dilakukan Fasilitas Pelayanan Kesehatan lainnya dalam menyelenggarakan pelayanan kesehatan dan manajemen bisnis Fasilitas Pelayanan Kesehatan lainnya. Fasilitas Kesehatan Lainnya dalam hal ini dapat berupa laboratorium kesehatan daerah, instalasi farmasi, Institusi Penguji Fasilitas Kesehatan,Unit Tranfusi Darah, dan pelayanan kesehatan tradisional.

Permenkes No 14 Tahun 2021 tentang standar kegiatan usaha dan produk pada penyelengaran perizinan berusaha berbasis resiko sektor kesehatan, 
PP No 5 Tahun 2021 tentang perizinan berusaha berbasis resiko
Permenkes No 15 Tahun 2018 tentang Penyelenggaraan Pelayanan Kesehatan Tradisional Komplementer
Permenkes No. 91 Tahun 2015 tentang Standar Pelayanan Tranfusi Darah
Permenkes No 54 tentang Pengujian dan Kalibrasi Alat Kesehatan
Kepmenkes No 605/Menkes/SK/VII/2008 tentang Standar BLK dan BBLK
Kepmenkes 1267/Menkes/SK/XII/2004 tentang Standar Pelayanan Laboratorium Dinas Kesehatan Kabupaten/Kota"
1.02.02.2.02.0038	Penyediaan dan Pengelolaan Sistem Penanganan Gawat Darurat Terpadu (SPGDT)	Tersedia dan Terkelolanya Public Safety Center (PSC 119) yang Terintegrasi Dengan Rumah Sakit Dalam Satu Sistem Penanganan Gawat Darurat Terpadu (SPGDT)	Jumlah Public Safety Center (PSC 119) Tersediaan, Terkelolaan dan Terintegrasi Dengan Rumah Sakit Dalam Satu Sistem Penanganan Gawat Darurat Terpadu (SPGDT)	Unit	"Penyediaan dan Pengelolaan Sistem Penanganan Gawat Darurat Terpadu (SPGDT) adalah  penyediaan dan pengelolaan Public Safety  center  (PSC 119) yang terintegrasi dengan Rumah sakit dalam satu Sistem Penanganan Gawat Darurat Terpadu (SPGDT).

Permenkes no 19 tahun 2016 ttg Sistem Penanggulanagan Gawat Darurat Terpadu 
Permenkes No 47 tahun 2018 ttg Pelayanan Kegawatdaruratan, 
Kepdirjen Yankes No HK.02.02/I/1791/2021 tantang Pedoman Penyelenggaraan Pusat Pelayanan Keselamatan Terpadu  Public Safety Center (PSC) 119
Pelayanan Kegawatdaruratan"
1.02.02.2.02.0040	Pengelolaan pelayanan kesehatan orang dengan Tuberkulosis	Terlaksananya pengelolaan pelayanan kesehatan orang dengan tuberkulosis	Jumlah orang dengan Tuberkulosis yang mendapatkan pelayanan kesehatan sesuai standar	Orang	"Pengelolaan penuntasan TBC mencakup pembentukan Tim Percepatan Penanggulangan TBC dan penyusunan Rencana Aksi Daerah.  
Program penuntasan TBC  meliputi : upaya promosi dan edukasi serta terbetuknya desa siaga TBC, pencegahan, skrining, penegakkan diagnostik, pengobatan serta dukungan sosial bagi penderita TBC.

 Kegiatan Program meliputi : 
 - Perencanaan (penetapan sasaran, koordinasi perencanaan);
 - Pelaksanaan (koordinasi pelaksanaan program  bersama LP/LS, Advokasi kepada pemerintah daerah, biaya distribusi logistik , biaya transportasi spesimen  antar kab/kota maupun fasyankes, dan pencatatan 
 - Advokasi (Kemitraan aktif dengan pihak eksternal, partisipasi komunitas);
 - KIE (Media KIE , Kampanye, sosialisasi baik masyarakat umum maupun yang berisiko);
 - Monitoring ( monitoring cakupan program);
 - Evaluasi (Evaluasi cakupan program ) 
 - Peningkatan kapasitas SDM 
 - Dukungan kegiatan operasional meliputi kerjasama dengan komunitas dan kader 
- Penyediaan logistik : BMHP untuk penuntasan TBC

Semua Belanja pengadaan/ penyediaan/ pelaksanaan: BMHP, Obat, Alat, Biaya Operasional untuk melaksanakan promosi, pencegahan, melayani orang dengan Tuberkulosis (telah didiagnosa dan selama masih menderita Tuberkulosis); sejak pendataan/ surveilance, pelaksanaan pemeriksaan fisik dan laboratorium, sampai dengan  dialokasikan pada Sub-Kegiatan ini (termasuk hibah Pemerintah Daerah kepada Lembaga Non-Pemerintah Berbadan hukum yang melaksanaan kegiatan membantu Pemda mencapai target pelayanan pada orang  dengan/pasien tuberculosis (bukan orang terduga tuberculosis)

1. PP Nomor  2 Tahun 2018 ttg Standar Pelayanan Minimal
2. Perpres Nomor 67 tahun 2021 tentang penanggulangan TBC 
3. Permendagri Nomor 59 Tahun 2021 ttg Penerapan Standar Pelayanan Minimal 
4. Permenkes Nomor 6 tahun 2024 ttg Standar Pelayanan Minimal bidang Kesehatan
5. Perpres Nomor 67 tahun 2021 tentang penanggulangan TBC"
1.02.02.2.02.0041	Pengelolaan pelayanan kesehatan orang dengan HIV (ODHIV)	Terlaksananya pengelolaan pelayanan kesehatan orang dengan HIV (ODHIV)	Jumlah orang dengan HIV (ODHIV) yang mendapatkan pelayanan kesehatan sesuai standar	Orang	"Kegiatan penuntasan HIV AIDS dan PIMS meliputi: promosi dan pencegahan, penemuan kasus, pengobatan dan dukungan sosial .  
 
Pengelolaan Program HIV AIDS dan PIMS meliputi : upaya promosi dan edukasi, pencegahan, skrining, penegakkan diagnostik, pengobatan HIV dan IMS serta pemantauan pengobatan bagi ODHIV.
 Kegiatan Program meliputi : 
 - Perencanaan (penetapan sasaran, koordinasi perencanaan);
 - Pelaksanaan (koordinasi pelaksanaan program  bersama LP/LS, Advokasi kepada pemerintah daerah, biaya distribusi logistik , biaya transportasi spesimen  antar kab/kota maupun fasyankes, pencatatan 
 - Advokasi (Kemitraan aktif dengan pihak eksternal, partisipasi komunitas);
 - KIE (Media KIE , Kampanye, sosialisasi baik masyarakat umum maupun yang berisiko);
 - Monitoring ( monitoring cakupan program);
 - Evaluasi (Evaluasi cakupan program ) 
 - Peningkatan kapasitas SDM untuk Fasyankes dalam upaya pencegahan, deteksi dini, pengobatan dan dukungan lainnya terkait HIV dan IMS
 - Dukungan kegiatan operasional meliputi kerjasama dengan komunitas dan kader terkait penjangkauan, kasus mangkir berobat, serta inovasi dalam upaya peningkatan capaian program
- Penyediaan logistik : BMHP (skrining, penegakkan diagnostik , pemeriksaan lanjutan seperti CD4 dan Viral Load), komoditas pencegahan, penyediaan obat IO dan IMS serta kebutuhan alat kesehatan pendukung program)

Semua Belanja pengadaan/penyediaan/pelaksanaan: BMHP, Obat, Alat, Biaya Operasional untuk melaksanakan promosi, pencegahan, melayani orang dengan HIV/AIDS (ODHA)/telah didiagnosa dan selama masih menderita HIV/ sejak pendataan/ surveilance, pelaksanaan pemeriksaan fisik dan laboratorium, sampai dengan  dialokasikan pada Sub-Kegiatan ini (termasuk hibah Pemerintah Daerah kepada Lembaga Non-Pemerintah Berbadan hukum yang melaksanaan kegiatan membantu Pemda mencapai target pelayanan pada orang  dengan HIV / pasien AIDS

1. PP Nomor  2 Tahun 2018 ttg Standar Pelayanan Minimal
2. Permendagri Nomor 59 Tahun 2021 ttg Penerapan Standar Pelayanan Minimal 
3. Permenkes Nomor 6 tahun 2024 ttg Standar Pelayanan Minimal bidang Kesehatan
4. Permenkes 22 Tahun 2023 tentang Penanggulangan HIV AIDS  dan Infeksi Menular Seksual
5. Kepmenkes No. Hk.01.07/MENKES/90/2019 ttg PNPK HIV
6. Surat Edaran No. HK.02.02/I/154/2018 tentang Penatalaksanaan Orang Dengan HIV AIDS (ODHA) untuk Eliminasi HIV AIDS tahun 2030"
1.02.02.2.02.0042	Pengelolaan pelayanan kesehatan Malaria	Terlaksananya pengelolaan pelayanan kesehatan Malaria	Jumlah orang yang mendapatkan pelayanan kesehatan malaria	Orang	"Semua Belanja pengadaan/penyediaan/pelaksanaan: BMHP, Obat, Alat, Biaya Operasional untuk melaksanakan promosi, pencegahan, melayani orang dengan Malaria (sejak berisiko sampai didiagnosa dan selama masih menderita Malaria); sejak pendataan/ surveilance, pelaksanaan pemeriksaan fisik dan laboratorium, sampai dengan  dialokasikan pada Sub-Kegiatan ini (termasuk hibah Pemerintah Daerah kepada Lembaga Non-Pemerintah Berbadan hukum yang melaksanaan kegiatan membantu Pemda mencapai target pelayanan pada pencegahan dan pengendalian malaria)

1. UU Kesehatan nomor 17 tahun 2023 tentang Kesehatan
2. Permenkes nomor 22 tahun 2022 tentang penanggulangan malaria
3. Permenkes nomor 1501 tahun 2010 tentang jenis penyakit menular tertentu yang dapat menimbulkan wabah dan upaya penanggulangan    
4. Rencana Aksi Nasional Percepatan Eliminasi Malaria Tahun 2020-2026
5. Peta Jalan Eliminasi Malaria dan Pencegahan Penularan Kembali di Indonesia Tahun 2025-2045"
1.02.02.2.02.0043	Pengelolaan Kawasan tanpa rokok	Terlaksananya penerapan kawasan tanpa rokok	Jumlah tatanan kawasan tanpa rokok yang tidak ditemukan aktifitas merokok	Tatanan	"Pengelolaan Kawasan tanpa rokok adalah upaya pencegahan konsumsi merokok melalui penetapan kawasan tanpa rokok yang meliputi kegiatan:
a. melakukan penyusunan penetapan kebijakan kawasan tanpa rokok di wilayah Kabupaten/Kota, kelurahan/desa, Dusun, RW/RT ;
b. menyusun rencana aksi implementasi kebijakan kawasan tanpa 
c. melaksanakan rencana aksi implementasi kawasan tanpa  dan
d. monitoring dan evaluasi pelaksanaan implementasi kawasan tanpa rokok.

Kawasan tanpa rokok merupakan ruangan atau area yang dinyatakan dilarang untuk kegiatan merokok atau kegiatan menjual, memproduksi, mengiklankan di dalam maupun luar ruang, dan mempromosikan produk tembakau dan rokok elektronik.
Undang-Undang Nomor 17 Tahun 2023, dan PP 28 Tahun 2024  tentang Peraturan Pelaksanaan Undang-Undang Nomor 17 Tahun 2023 tentang Kesehatan"
1.02.02.2.02.0045	Koordinasi dan Sinkronisasi  Penerapan SPM Bidang Kesehatan  Kabupaten/Kota	Terkoordinasi dan Tersinkronisasinya Penerapan SPM Bidang Kesehatan  Kabupaten/Kota	Jumlah dokumen hasil Koordinasi dan Sinkronisasi Penerapan SPM Bidang Kesehatan Kabupaten/Kota	Dokumen	"Koordinasi Penerapan SPM Bidang Kesehatan  Kab/Kota adalah upaya penguatan implementasi SPM bidang kesehatan Kab/Kota 

Sinkronisasi Penerapan SPM Bidang Kesehatan Kab/Kota adalah upaya penyelarasan pemenuhan  SPM bidang kesehatan kab/kota (Pelayanan data dan informasi serta pembiayaan)

PP No 2 tahun 2018 tentang SPM
Permendagri 59 tahun 2021 tetang Penerapan SPM 
Permenkes No 4 tahun 2019 tentang standar teknis pemenuhan mutu pelayanan dasar pada standar pelayanan minimal bidang kesehatan"
1.02.02.2.02.0046	Pengelolaan upaya kesehatan Ibu dan Anak	Terlaksananya pengelolaan upaya Kesehatan Ibu dan Anak	Jumlah dokumen hasil pengelolaan upaya kesehatan ibu dan anak	Dokumen	"Pengelolaan upaya Kesehatan Ibu dan anak  adalah  upaya yang dilakukan terkait  serangkaian kegiatan yang dilakukan secara terpadu, terintegrasi dan berkesinambungan untuk memelihara dan meningkatkan derajat kesehatan ibu dan anak (dalam bentuk pencegahan penyakit, deteksi dini, penatalakasanaan  penyakit, dan pemulihan kesehatan untuk kegiatan pelayanan Non SPM). 
Ruang lingkup kesehatan ibu meliputi masa Sebelum Hamil, Masa Hamil, Persalinan, dan Masa Sesudah Melahirkan, Penyelenggaraan Pelayanan Kontrasepsi, pelayanan Kesehatan Seksual, Buku KIA Bayi Kecil
Anak adalah seseorang yang sampai berusia 18 Tahun, termasuk anak yang masih dalam kandungan. 

Permenkes 25 tahun 2014 Tentang upaya kesehatan anak
Permenkes 21 tahun 2021 Tentang Pelayanan Kesehatan Masa Sebelum Hamil, Masa Hamil, Persalinan, dan Masa Sesudah Melahirkan, Penyelenggaraan Pelayanan Kontrasepsi, serta Pelayanan Kesehatan Seksual"
1.02.02.2.02.0048	Pengelolaan Layanan Imunisasi	Terlaksananya Pengelolaan Layanan Imunisasi	Jumlah Dokumen Hasil Pengelolaan Layanan Imunisasi	Dokumen	"Pengelolaan pelayanan imunisasi mencakup pembiayaan perencanaan, pelaksanaan, pengembangan, monitoring dan evaluasi program imunisasi. 
 
 Pengelolaan program imunisasi mencakup imunisasi rutin (pemberian pelayanan imunisasi pada bayi, baduta, balita, anak usia sekolah, dan wanita usia subur), imunisasi kejar, imunisasi tambahan (imunisasi kampanye, Pekan Imunisasi Nasional, imunisasi dalam rangka ORI, crash program) dan pemberian pelayanan imunisasi di daerah sulit (SOS). 
 
 Kegiatan program imunisasi meliputi :
 - Perencanaan (pendataan sasaran, pelacakan, penetapan sasaran, koordinasi perencanaan);
 - Pelaksanaan (koordinasi, sosialisasi pelaksanaan program imunisasi, biaya distribusi vaksin & logistik penunjang, pemeliharaan rantai dingin vaksin, pencatatan pelaporan)
 - Advokasi (kemitraan aktif dengan pihak eksternal, partisipasi komunitas)
 - KIE (Media KIE Program Imunisasi)
 - Peningkatan kapasitas (pelatihan, workshop, OJT, webinar, orientasi, pemberdayaan kader)
 - Monitoring cakupan program imunisasi (supervisi, bimbingan teknis, pendampingan, asistensi teknis)
 - Evaluasi (verifikasi & validasi data, survey cakupan program imunisasi, EVM). 
 
 Edukasi terhadap masyarakat dan tenaga kesehatan juga menjadi fokus, dengan pemantauan cakupan vaksinasi, keamanan vaksin, dan evaluasi program sebagai elemen-elemen pengukuran kesuksesan, dan pemanfaatan teknologi informasi kesehatan turut menjadi aspek penting dalam pengelolaan ini, memastikan program imunisasi berjalan efisien, efektif, dan berkelanjutan"
1.02.02.2.02.0050	Pengelolaan Pelayanan Kesehatan Haji	Terlaksananya Pengelolaan Pelayanan Kesehatan Haji	Jumlah dokumen hasil Pengelolaan Pelayanan Kesehatan Haji	Dokumen	"Pelayanan Kesehatan Haji adalah upaya kesehatan dalam bentuk kuratif dan rehabilitatif, dilakukan kepada Jemaah Haji pada seluruh tahap penyelenggaraan ibadah haji. 

PP No 08 Tahun 2022 Tentang koordinasi penyelenggaraan ibadah haji Permenkes 15 Tahun 2016 tentang Petunjuk teknis pemeriksaan dan pembinaan kesehatan haji Permenkes 62 tahun 2016 Tentang Penyelenggaraan kesehatan haji"
1.02.02.2.03.0002	Pengelolaan Sistem Informasi Kesehatan	Terlaksananya Pengelolaan Sistem Informasi Kesehatan	Jumlah Dokumen Hasil Pengelolaan Sistem Informasi Kesehatan	Dokumen	"Sistem Informasi Kesehatan adalah seperangkat tatanan yang meliputi data, informasi, indikator, prosedur, perangkat, teknologi, dan sumber daya manusia yang saling berkaitan dan dikelola secara terpadu untuk mengarahkan tindakan atau keputusan yang berguna dalam mendukung pembangunan kesehatan.

Permenkes Nomor 92 Tahun 2014 Tentang Penyelenggaraan Komunikasi Data Dalam Sistem Informasi Kesehatan Terintegrasi
Permenkes Nomor 24 Tahun 2022 Tentang Rekam medis 
Permenkes Nomor 18/2022 Tentang Satu data bidang kesehatan"
1.02.02.2.04.0001	Pengendalian dan Pengawasan serta Tindak Lanjut Pengawasan Perizinan Rumah Sakit Kelas C, D dan Fasilitas Pelayanan Kesehatan Lainnya	Tersedianya Rumah Sakit Kelas C, D dan Fasilitas Pelayanan Kesehatan yang Dikendalikan, Diawasi dan Ditindaklanjuti Perizinannya	Jumlah Rumah Sakit Kelas C, D dan Fasilitas Pelayanan Kesehatan yang Dikendalikan, Diawasi dan Ditindaklanjuti Perizinannya	Unit	"Pengawasan terhadap perizinan berusaha dilakukan terhadap pemenuhan standar dan kewajiban rumah sakit dalam bentuk pengawasan rutin dan pengawasan insidental ang dilakukan oleh Kementerian Kesehatan, Pemerintah Daerah provinsi, Pemerintah Daerah kabupaten/kota sesuai dengan tugas pokok dan fungsi masing-masing.

Pengendalian Perizinan Rumah Sakit Kelas C dan D dan Fasilitas Pelayanan Kesehatan adalah dilakukan oleh Pemerintah Daerah Provinsi.
Pengawasan Perizinan Rumah Sakit Kelas C dan D dan Fasilitas Pelayanan Kesehatan adalah Pemerintah Daerah Provinsi dan dapat melibatkan Pemerintahkan Pusat atau Pemerintah Daerah Kabupaten/Kota atau  oragnisasi profesi atau asosiasi perimahsakitan sesuai dengan tugas dan fungsi masing-masing
Tindak Lanjut Perizinan Rumah Sakit Kelas C, D dan Fasilitas Pelayanan Kesehatan adalah hasil laporan terhadap pemenuhan perizinan rumah sakit dan standar mutu pelayanan rumah sakit 

- PP 47 Tahun 2021 tentang Penyelenggaraan Bidang Perumahsakitan 
- PP 5 Tahun 2021 terkait Penyelenggaraan Perizinan Berusaha Berbasis Risiko 
- Permenkes no 14 tahun 2021 tentang Standar Kegiatan Usaha dan Produk pada Penyelenggaraan Perizinan Berusaha Berbasis Risiko Sektor Kesehatan"
1.02.02.2.04.0003	Peningkatan Mutu Pelayanan Fasilitas Kesehatan	Terlaksananya Peningkatan Mutu Pelayanan Fasilitas Kesehatan yang Dilakukan Pengukuran Indikator Nasional Mutu (INM)	Jumlah Fasilitas Kesehatan yang Dilakukan Pengukuran Indikator Nasional Mutu (INM) Pelayanan kesehatan	Unit	"Peningkatan Mutu Pelayanan Fasilitas Kesehatan adalah pengukuran fasilitas pelayanan kesehatan dengan Indikator Nasional Mutu (INM) pelayanan kesehatan dan Pelaporan Insiden Keselamatan Pasen (IKP).
Mutu Pelayanan Kesehatan adalah tingkat layanan kesehatan untuk individu dan masyarakat yang dapat meningkatkan luaran kesehatan yang optimal, diberikan sesuai dengan standar pelayanan, dan perkembangan ilmu pengetahuan terkini, serta untuk memenuhi hak dan kewajiban pasien.

Permenkes No. 12 tahun 2020 tentang Akreditasi RS 
Permenkes Nomor 34 Tahun 2022 tentang Akreditasi Pusat Kesehatan Masyarakat, Klinik, Laboratorium Kesehatan, Unit Transfusi Darah, Tempat  Praktik Mandiri Dokter dan Tempat Praktik Mandiri Dokter Gigi 
Permenkes Nomor 30 tahun 2022 tentang Indikator Nasional Mutu Pelayanan Kesehatan Tempat Praktik Mandiri Dokter dan Dokter Gigi, Klinik, Pusat Kesehatan Masyarakat, Rumah Sakit, Laboratorium Kesehatan dan Unit Transfusi Darah"
1.02.02.2.04.0004	Penyiapan Perumusan dan Pelaksanaan Pelayanan Kesehatan Rujukan	Terlaksananya Penyiapan Perumusan dan Pelayanan Kesehatan Rujukan	Jumlah Dokumen Hasil Penyiapan Perumusan dan Pelaksanaan Pelayanan Kesehatan Rujukan	Dokumen	"Penyiapan Perumusan dan Pelaksanaan Pelayanan Kesehatan Rujukan adalah semua persiapan, perencanaan dalam penyusunan rumusan kebijakan dan pelaksanaan pelayanan kesehatan rujukan baik upaya kesehatan yang bersifat perseorangan maupun masyarakat.
Pelayanan Kesehatan Rujukan adalah pelayanan kesehatan perseorangan yang bersifat spesialistik atau sub spesialistik

Permenkes no 19 tahun 2016 ttg Sistem Penanggulanagan Gawat Darurat Terpadu dan Permenkes No 47 tahun 2018 ttg Pelayanan Kegawatdaruratan"
1.02.03.2.02.0001	Perencanaan dan Distribusi serta Pemerataan Sumber Daya Manusia Kesehatan				
1.02.03.2.02.0002	Pemenuhan Kebutuhan Sumber Daya Manusia Kesehatan Sesuai Standar				
1.02.03.2.02.0003	Pembinaan dan Pengawasan Sumber Daya Manusia Kesehatan	Terlaksananya Pembinaan dan Pengawasan Sumber Daya Manusia Kesehatan	Jumlah Dokumen Hasil Pembinaan dan Pengawasan Sumber Daya Manusia Kesehatan	Dokumen	"Pembinaan Sumber Daya Manusia Kesehatan adalah upaya penjagaan dan pemeliharaan mutu SDMK  dalam rangka upaya kesehatan perorangan  dan upaya kesehatan masyarakat

Pengawasan Sumber Daya Manusia Kesehatan adalah upaya penjaminan dan pengendalian mutu SDMK dalam rangka upaya kesehatan perorangan  dan upaya kesehatan masyarakat

PP No 67 tahun 2019 tentang tata kelola nakes, 
Undang-undang No 36 tahun 2014, Tentang Tenaga Kesehatan
Undang-undang  No 36 Tahun 2009, Tentang kesehatan"
